schemaVersion,recordType,content.title,content.url,content.source,content.published_date,content.summary,content.entities_mentioned,collectedAt
1.0,NEWS,Explainable Artificial Intelligence for Customer Churn Prediction in Telecommunications: A Framework for CRM Integration,https://arxiv.org/abs/2608.26151,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26151v1 Announce Type: new Abstract: Subscriber attrition is a costly, persistent challenge for telecommunications providers, with monthly churn of roughly 1.9% in mature markets eroding billions in revenue annually. Predictive models can flag at-risk customers accurately, yet they are routinely excluded from frontline CRM workflows because high-performing ensemble and non-linear architectures are opaque: a retention specialist cannot design a personalised intervention from a probabil",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,EEG-to-Report: An Annotation and Feature-Text Framework for Training Language Models on Clinical EEG,https://arxiv.org/abs/2608.26153,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26153v1 Announce Type: new Abstract: Clinical electroencephalography (EEG) reporting remains largely manual and time-consuming, and current EEG software ecosystems do not produce the structured EEG-text supervision needed for training modern language models. Most toolboxes focus on visualization or preprocessing, providing limited support for workflows that generate high-quality datasets for AI. We introduce EEG-to-Report, a browser-based annotation and feature-text framework that lin",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Selection Bias Correction in Retail Intelligence,https://arxiv.org/abs/2608.26156,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26156v1 Announce Type: new Abstract: Retail intelligence often relies on monitoring popular, high-velocity products, potentially biasing economic indicators by ignoring the ""long tail"" of niche items. This simulation study investigates selection bias in inflation estimation and compares correction methods across diverse data-generating processes. Through 400 Monte Carlo replications spanning four scenarios--aligned step functions, smooth gradients, misaligned breaks, and polynomial re",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,GROUND: Reducing Hallucinations in LLM-Based Enterprise Analytics Through Governed Semantic Definitions,https://arxiv.org/abs/2608.26157,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26157v1 Announce Type: new Abstract: Natural-language analytics over enterprise data warehouses is increasingly important, but production use is limited by hallucinated metrics, invalid joins, wrong grain, unsafe data access, and unsupported explanations. Existing text-to-SQL systems often ground generation in database schemas or retrieved documentation, while enterprise reporting also requires governed business semantics: approved metrics, dimensions, join paths, filters, and row-lev",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,SAREF-based Ontology for Distributed AI Workflows across the Edge-Fog-Cloud Continuum,https://arxiv.org/abs/2608.26160,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26160v1 Announce Type: new Abstract: Nowadays semantic models provide limited support for representing distributed AI workflows and their execution across heterogeneous edge, fog, and cloud environments. Therefore, AI processes and resources are often described using incompatible semantic representations, affecting the interoperability, orchestration, and reuse. To address these challenges, this paper proposes a SAREF-compliant ontology for representing distributed AI workflows across",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,"A Safety-Gated Multimodal AI Backend for Mental-Health Support: Hierarchical State Representation, Conservative Risk Fusion, and Controlled Generation in Anian",https://arxiv.org/abs/2608.26162,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26162v1 Announce Type: new Abstract: Safety-critical mental-health support systems must distinguish when supportive conversation is appropriate from when free-form generation should be blocked. This paper presents Anian, a safety-gated multimodal AI backend for perinatal mental-health support and mindfulness-intervention routing. Anian is not intended to diagnose psychiatric conditions or replace clinical care or crisis intervention. Its modular pipeline places generative AI downstrea",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,A Task-Centric Ontology and Deterministic Domain Rules as a Verifiable Core for AI-Assisted Chemistry Problem Solving,https://arxiv.org/abs/2608.26164,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26164v1 Announce Type: new Abstract: Large language models can interpret natural-language chemistry questions, but their internal reasoning is difficult to inspect, constrain, and validate. This paper presents ChemOntoRule, a proof-of-concept symbolic core for AI-assisted school-level chemistry problem solving. The central design choice is task-centric ontology engineering: the ontology is constructed around the concepts, properties, relations, and executable procedures required by a ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Refusal Is Not Robustness: Auditing Confident Fabrication in Large Language Models on a Provably Uninformative Clinical Pain Speech Transcript,https://arxiv.org/abs/2608.26167,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26167v1 Announce Type: new Abstract: Hallucination and abstention benchmarks rarely establish that a model could not have known the correct answer, making it difficult to distinguish appropriate abstention from an unsupported prediction. Seven large language models were evaluated on the TAME Pain speech corpus. Participants read phonetically balanced Harvard Sentences while one hand was immersed in cold or warm water and reported pain only during periodic pain statements. This protoco",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Knowledge Cards: Structured Knowledge for AI Systems,https://arxiv.org/abs/2608.26176,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26176v1 Announce Type: new Abstract: AI systems whose outputs inform real decisions, and increasingly consequential ones, require something that current documentation practice does not provide: a structured, inspectable representation of the knowledge they need to ground, contextualize, and reason about those decisions, ideally reviewed and signed off by a domain expert. Established documentation artefacts already capture important aspects of an AI system. Model cards describe how a s",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,AI Revealed Preferences,https://arxiv.org/abs/2608.26178,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26178v1 Announce Type: new Abstract: There is growing interest in whether language models have stable preferences, for technical, safety, and philosophical reasons. We test 20 language models and find a range of preferences---stable dispositions to choose certain kinds of tasks. We run three forced-choice experiments on revealed rather than stated preferences, requiring models not only to rank tasks, but to actually perform them. Headline findings include evidence that models are tedi",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Why did My Robot Just Change Personality? Prompting Guidelines for a Grounded Robot Persona in LLM-Based HRI,https://arxiv.org/abs/2608.26182,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26182v1 Announce Type: new Abstract: Large language models (LLMs) are increasingly used for verbal interaction in social robots, yet prompt design in human-robot interaction (HRI) remains underspecified. As a result, robots may present hallucinated capabilities, unclear behavioural boundaries, and misleading personas. This paper develops a framework for prompt design in LLM-based robots and introduces a structured prompt template comprising eight functional components through which ro",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,TutorTrace: A Dataset and Taxonomy for Classifying Learner Behavioral States during AI-Assisted Programming Education,https://arxiv.org/abs/2608.26184,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26184v1 Announce Type: new Abstract: AI programming tutors provide scalable support, yet lack the behavioral context human tutors rely on to adapt support to learners' needs. We present TutorTrace, a dataset and behavioral abstraction pipeline that makes learners' behavioral context visible and computable in real time from low-level IDE telemetry. Across four deployments in two introductory Python courses (N=480), TutorTrace captures approximately 180K telemetry events, 13,633 behavio",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Can You Say This for Me? Speaking Up by Proxy in Co-Located Discussion,https://arxiv.org/abs/2608.26185,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26185v1 Announce Type: new Abstract: Equal participation in co-located discussion is important for effective collaboration, yet people often hold back when they anticipate negative interpersonal or professional consequences, especially when raising a point requires voicing it themselves. We present SecondVoice, a mixed-reality system that enables people to speak up through an embodied virtual proxy. By separating what is said from who says it, SecondVoice brings hesitant points into t",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Is Your Neighborhood Safe? Place-based Stigma in Large Language Models' Urban Safety Judgments,https://arxiv.org/abs/2608.26188,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26188v1 Announce Type: new Abstract: Large language models are increasingly used to inform safety decisions in cities, such as where it is safe to walk, rent, or travel. We ask whether such judgments track measured risk or the patterns attached to an urban neighborhood's name. We probe seven instruct-tuned models under three conditions that dissociate name from geography: coordinates-only, name-only, and name+coordinates, across 186 neighborhoods in Los Angeles and Chicago, joined to ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Invocation-Level Reliability of Tool-Using Agents,https://arxiv.org/abs/2608.26189,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26189v1 Announce Type: new Abstract: Tool-using agents fail two ways: choosing the wrong tool, or forming wrong arguments, and an early failure of either kind can silently corrupt everything downstream. We measure a correct-invocation rate that separates the two, under both a clean teacher-forced context and the model's own free-running context, on five open-weight models over contamination-free multi-step tasks (depths 1-8). By depth 6, roughly 70% of a model's own clean-context capa",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Predicting Consequences and Reinforcing Navigation Policies with Latent World Models,https://arxiv.org/abs/2608.26190,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26190v1 Announce Type: new Abstract: World models enable agents to reason about future outcomes and learn policies from their knowledge of state transition, but existing approaches primarily focus on reconstructing future observations or features, which introduces unnecessary complexity and limits their effectiveness for decision making. In this work, we propose a compatibility prediction Latent World Model (LWM) for robot navigation that predicts action-conditioned latent feature com",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Structured Evidence Routing for Incident Risk Prediction from Multimodal Longitudinal EHRs,https://arxiv.org/abs/2608.26191,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26191v1 Announce Type: new Abstract: Incident risk prediction from longitudinal electronic health records (EHRs) is challenging because relevant signals are multimodal, weak in isolation, and distributed across irregular patient histories. We propose structured evidence routing, a router-predictor-reviewer workflow that separates full-record access from disease-specific assessment. The router organizes the complete pre-index EHR into a compact summary and targeted evidence slices; the",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,AffectOmni: RL-Verifiable People-Centric Grounded Affective Reasoning for Social and Art-Related Scenes,https://arxiv.org/abs/2608.26193,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26193v1 Announce Type: new Abstract: Multimodal large language models (MLLMs) achieve strong performance on VQA and scene understanding, yet affective reasoning remains vulnerable to shortcut behavior. Models may predict correct answers while neglecting people-centric cues such as micro expressions and body language, which weakens traceability and external verification. Prior reinforcement learning approaches mainly reward context or logical coherence without explicitly enforcing atte",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Agentic AI for operating scientific instruments for nanoscale characterization,https://arxiv.org/abs/2608.26198,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26198v1 Announce Type: new Abstract: Operating a scientific instrument such as an atomic force microscope (AFM) requires continuous expert decision-making. A trained user defines the experimental intent, translates it into instrument commands, assesses incoming data, adjusts imaging parameters, and post-processes the final image. Existing automation usually addresses only parts of this workflow through hard-coded routines, task-specific controllers, or trained machine-learning models.",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Benchmarking AI Agents for Hardware Design Automation via MCP Tool Calling,https://arxiv.org/abs/2608.26199,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26199v1 Announce Type: new Abstract: We ask whether AI agents powered by locally deployed large language models can reliably automate expert-defined hardware design workflows in an industry-realistic tool-calling setting. In these environments, engineers issue repetitive, dependency-ordered operations---such as creating components, adding ports, and wiring connections---through specialised tools. Confidentiality constraints on component specifications and naming conventions often prec",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,GameWAM: A World Action Model for Video Games,https://arxiv.org/abs/2608.26200,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26200v1 Announce Type: new Abstract: Modern video games combine first-person perception, rapid visual changes, persistent world state, and heterogeneous native controls. Existing game agents map visual and task context directly to actions but lack explicit world dynamics modeling, whereas interactive game world models predict visual futures from supplied actions but do not serve as task policies. World-Action Models (WAMs) unify these objectives, but remain largely unexplored under th",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,"Same Model, Different Harness: Different Coding-Agent Results",https://arxiv.org/abs/2608.26218,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26218v1 Announce Type: new Abstract: A coding agent combines a model with a harness, which decides what the model sees, which tools it can use, and how the work continues. We ask whether changing the harness changes the result when the model and task stay fixed. We compare two configurations of the same harness on three coding benchmarks. The control supplies the full conversation in time order, while the treatment keeps the same record but mechanically shortens older tool results as ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Agent Mesh: Reliability Primitives for Non-Idempotent Agent Delegation - Identity Adequacy and Evidence Adequacy,https://arxiv.org/abs/2608.26225,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26225v1 Announce Type: new Abstract: Autonomous agents increasingly perform bounded software tasks under an orchestrator that retries, resumes, and budgets them. The machinery such orchestrators reach for is the service mesh's: retry, timeout, and error-rate circuit breaking. We report a failure study of a production agentic software-delivery platform over 147 numbered incidents spanning 81 runs, each with a measured cost and, in most cases, a mutation proof reproducing the failure. A",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,LLM Agents for Time-Series: A Survey,https://arxiv.org/abs/2608.26226,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26226v1 Announce Type: new Abstract: LLM-based agents are increasingly being developed for time-series problems, but their design choices vary substantially across task settings. This survey adopts a problem-driven taxonomy that organizes these systems by the time-series problems they address rather than by isolated technical components. We group existing systems into four categories: forecasting and reasoning, augmentation and synthesis, anomaly detection and diagnosis, and decision ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,The Reasoning Tax: Token Economics of LLM Reasoning Across Task Types and Deployment Contexts,https://arxiv.org/abs/2608.26235,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26235v1 Announce Type: new Abstract: Accuracy-only benchmarking of reasoning-capable large language models misses a central deployment question: when do extended thinking tokens earn their cost? We introduce the Token Economy Score (TES), a marginal benchmarking metric that measures the accuracy gain of a reasoning model over a non-reasoning baseline, normalized by the generated-token multiplier. We define paired and approximated TES variants for model families with reasoning toggles ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,"6.5% of the Neuro-Symbolic Literature Can Be Reproduced from Its Published Artifacts, a Six-Stage Audit Framework and First Instantiation",https://arxiv.org/abs/2608.26236,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26236v1 Announce Type: new Abstract: We present a six-stage framework for auditing the reproducibility of scientific claims across a research literature within the computer science domain, and instantiate our framework for the neuro-symbolic AI (NSAI) subdomain. Instantiating the framework on the NSAI subdomain produced a multi-year audit. Stage one retrieved 5,497 records and removed 3,018 duplicates. Stage two screened the 2,479 unique records at title and abstract, identifying 1,36",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,SKILL.state: Scalable Long-Horizon Agent Skills,https://arxiv.org/abs/2608.26263,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26263v1 Announce Type: new Abstract: Large Language Models (LLMs) increasingly act as autonomous agents executing complex, long-running procedural skills. Existing agent runtimes maintain execution by continually appending observations, actions, and intermediate reasoning traces to an ever-growing conversation history, causing latency degradation and context-poisoning failures over long horizons. We present SKILL.state, a runtime architecture that replaces append-only conversational h",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Assessing mentalization in humans and large language models,https://arxiv.org/abs/2608.26291,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26291v1 Announce Type: new Abstract: Mentalization - the ability to infer others' beliefs and intentions to guide one's own choices - is a key cognitive function underlying human social interactions. Large language models (LLMs) demonstrate behaviour consistent with humans on theory-of-mind tasks, yet whether these models can guide adaptive behaviour through mentalization is unknown. Here we use two economic games with cognitive computational modeling to uncover the latent strategies ",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Approved Too Late: Verdict Staleness in LLM-Guarded Self-Adaptive Systems,https://arxiv.org/abs/2608.26306,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26306v1 Announce Type: new Abstract: A large language model (LLM) guardrail for a self-adaptive system (SAS) may issue an approval that is correct at check time but stale by actuation. This creates an Execute-stage time-of-check to time-of-use (TOCTOU) hazard. We study verdict freshness: whether a guardrail verdict remains valid when used. We distinguish three quantities that answer different questions: all-candidate verdict change under fixed-action replay, oracle-labeled approval ex",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,FaithSieve: Fine-Grained Evaluation of Math Proofs with Faithful Formal Evidence,https://arxiv.org/abs/2608.26310,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26310v1 Announce Type: new Abstract: Large language models can now generate complex, multi-step mathematical proofs, but reliably determining their correctness and localizing early logical errors remains a critical challenge. Existing evaluation approaches largely depend on model-based natural-language judgments, which often overlook local reasoning gaps. While formal theorem provers like Lean offer a path to rigorous verification, using them to evaluate informal text requires solving",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,ProofEvolve: Neuro-Symbolic Evolution for Formal Automated Theorem Proving,https://arxiv.org/abs/2608.26334,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26334v1 Announce Type: new Abstract: Automated theorem proving offers a natural foundation for recursive self-improvement in scientific discovery. However, existing neural provers do not fully preserve this recursive structure, where the learning process should be self-improving over time. Existing methods either embed proof experience into model parameters through expensive weight updates, or keep verified intermediate deductions only within the current problem. In addition, these me",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Fine-Tuning of Transformer models with Frames,https://arxiv.org/abs/2608.26430,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26430v1 Announce Type: new Abstract: Parameter-Efficient Fine-Tuning (PEFT) strategies such as Low-Rank Adaptation (LoRA) are effective solutions for fine-tuning large-scale pre-trained models; however, their memory requirements scale with the size of the model, $\mathcal{O}(dr)$, where $d$ is the model's hidden dimension and $r$ is the rank. Our proposal, FrameFT, models the parameter update $\Delta W$ with a sparse coefficient matrix in a Fusion Frame basis. Fusion Frames can be gen",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,"Don't Overthink, Don't Underthink: Toward Adaptive Reasoning in Agentic AI",https://arxiv.org/abs/2608.26442,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26442v1 Announce Type: new Abstract: Recent advances in Large Language Models (LLMs) have shown that increased inference-time reasoning can improve performance on complex tasks. However, many existing approaches rely on fixed or preallocated reasoning controls, such as fixed token budgets, pre-execution difficulty estimates, or activation-space interventions, and are often evaluated on standalone reasoning benchmarks rather than full agentic workflows. These assumptions may not hold i",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,PILOT in the Loop: Live Self-Improvement for Long-Horizon Agents,https://arxiv.org/abs/2608.26530,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26530v1 Announce Type: new Abstract: Long-horizon agent runs generate experience that can improve both the current run and future work. Most self-improvement methods process this experience only after execution ends, so they cannot redirect the active run or immediately apply and validate lessons learned from it. We argue that self-improvement should instead be live, using emerging experience both to redirect the active run and to update the persistent harness. Existing agent architec",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Multi2AV-Safety: Benchmarking Safety in Multimodal-to-Audio-Video Generation,https://arxiv.org/abs/2608.26535,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26535v1 Announce Type: new Abstract: Audio-video generation is rapidly moving from prompt-driven synthesis toward multimodal conditioning, where text, images, audio, and video can jointly shape the generated output. This shift changes the nature of safety evaluation: harmful intent may no longer reside in any single input, but instead emerge from how otherwise benign or weakly harmful conditions interact across modalities and time. Existing safety benchmarks, however, remain largely p",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,DuMateBench: Evaluating Autonomous Agents in Complex Real-World Workflows,https://arxiv.org/abs/2608.26546,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26546v1 Announce Type: new Abstract: Autonomous agents are increasingly adopted to complete complex, multi-tool workflows in real-world settings. However, existing benchmarks typically separate tasks by application or capability and evaluate agents in environments that are cleaner and more stable than those encountered in practice. We introduce DuMateBench, a real-session benchmark reconstructed from anonymized and privacy-screened user sessions collected from a large-scale production",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,AgentJudgeBench: A Multi-Difficulty Benchmark for Evaluating LLM Judges on Agentic Tool-Calling,https://arxiv.org/abs/2608.26623,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26623v1 Announce Type: new Abstract: LLM judges are widely used to evaluate agentic tool-calling systems, yet their reliability on structured, dependency-driven workflows remains largely unexamined. We present AgentJudgeBench, the first benchmark to systematically study LLM-as-a-judge reliability for agentic tool-calling over workflow DAGs, as distinct from the broader LLM-as-a-judge task of open-ended text or preference evaluation. The benchmark comprises 3,808 instances spanning six",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,SIGMA: Structured Noise-Effect-Aware Grouped Multi-Agent Aggregation,https://arxiv.org/abs/2608.26683,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26683v1 Announce Type: new Abstract: Cooperative multi-agent reinforcement learning (MARL) faces significant challenges in maintaining robust coordination under noisy observations. Although observation disturbances are often introduced independently across agents, their downstream effects on cooperative decision-making can become structured through underlying cooperation structures. We characterize this phenomenon as structured noise effects, where noise-induced decision effects exhib",,2026-08-28T20:05:22.631140+00:00
1.0,NEWS,Relational Over-Regularization: Graph-Based AI-Generated Text Detection via Sentence Transition Deviation,https://arxiv.org/abs/2608.26694,ArXiv AI News Feed,2026-08-28T04:00:00+00:00,"arXiv:2608.26694v1 Announce Type: new Abstract: Detecting AI-generated text (AIGT) remains challenging because existing approaches rely on token-level statistical signals or independent stylometric features, causing them to overfit to specific generators and fail under distribution shift. We identify a structural signal at the sentence-pair level: LLMs produce inter-sentence transition variance that deviates from human writing through inflated variance driven by recurring similarity bursts at pa",,2026-08-28T20:05:22.631140+00:00
